epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,3180.64,1.40582,3.96866,1.4697,0.96655,0.95266,0.97185,0.55498,1.49213,3.96526,1.50349,0.003268,0.003268,0.003268
70,3227.02,1.39094,3.87673,1.43399,0.97571,0.96705,0.97959,0.55352,1.51143,3.97741,1.51894,0.003169,0.003169,0.003169
71,3272.52,1.41882,3.88567,1.47326,0.47693,0.09919,0.28681,0.12054,2.17603,22.1633,1.93537,0.00307,0.00307,0.00307
72,3318.1,1.39264,3.83659,1.44707,0.70448,0.70455,0.7146,0.38467,1.59666,6.34257,1.5839,0.002971,0.002971,0.002971
73,3363.98,1.40646,3.97608,1.4528,0.96433,0.97308,0.97175,0.53486,1.53203,3.96677,1.53434,0.002872,0.002872,0.002872
74,3409.91,1.40664,3.866,1.4548,0.95902,0.96694,0.97209,0.54558,1.51625,4.03429,1.52269,0.002773,0.002773,0.002773
75,3455.74,1.39427,3.87246,1.44892,0.97277,0.95778,0.97565,0.55002,1.51108,3.91337,1.52374,0.002674,0.002674,0.002674
76,3501.3,1.41208,3.76556,1.46046,0.96502,0.97157,0.97796,0.54864,1.52299,3.91447,1.52674,0.002575,0.002575,0.002575
77,3546.98,1.38741,3.68459,1.46003,0.96696,0.96871,0.97345,0.558,1.49675,3.88221,1.50815,0.002476,0.002476,0.002476
78,3593.3,1.38189,3.77311,1.44942,0.95087,0.9562,0.9629,0.53955,1.5402,4.03608,1.53344,0.002377,0.002377,0.002377
79,3639.09,1.37058,3.69854,1.42748,0.96066,0.95546,0.96529,0.55905,1.49455,3.82945,1.51047,0.002278,0.002278,0.002278
80,3685,1.39814,3.70035,1.44729,0.96473,0.96107,0.97076,0.54689,1.52267,3.84827,1.52675,0.002179,0.002179,0.002179
81,3731.26,1.37409,3.54678,1.4265,0.96408,0.96537,0.97702,0.54974,1.5182,3.83776,1.5267,0.00208,0.00208,0.00208
82,3777.08,1.3649,3.65435,1.42579,0.71172,0.61923,0.68675,0.35837,1.70704,8.35537,1.64921,0.001981,0.001981,0.001981
83,3822.5,1.36866,3.72887,1.43281,0.97147,0.96292,0.97211,0.54434,1.51256,3.78382,1.521,0.001882,0.001882,0.001882
84,3868.05,1.3511,3.60254,1.42433,0.96672,0.96096,0.96533,0.55289,1.52814,3.89249,1.52271,0.001783,0.001783,0.001783
85,3913.89,1.37795,3.6734,1.43245,0.95698,0.97012,0.97168,0.5481,1.49474,3.84685,1.50443,0.001684,0.001684,0.001684
86,3959.74,1.36002,3.63763,1.41867,0.97044,0.9633,0.97367,0.54218,1.52479,3.84155,1.52675,0.001585,0.001585,0.001585
87,4005.53,1.34523,3.52575,1.40972,0.69411,0.19437,0.44768,0.22355,2.13868,17.8571,1.92863,0.001486,0.001486,0.001486
88,4052.14,1.33244,3.55509,1.40798,0.97169,0.96608,0.96983,0.54528,1.51278,3.83282,1.52462,0.001387,0.001387,0.001387
89,4098.5,1.39199,3.66911,1.46083,0.96197,0.95338,0.96058,0.54133,1.55297,3.94817,1.55602,0.001288,0.001288,0.001288
90,4144.4,1.35914,3.60113,1.43953,0.9299,0.91407,0.94415,0.52486,1.57214,4.21695,1.5676,0.001189,0.001189,0.001189
91,4191.82,1.34699,3.50162,1.40831,0.96716,0.95886,0.97403,0.54235,1.5477,3.80499,1.5463,0.00109,0.00109,0.00109
92,4238.28,1.34698,3.42383,1.40918,0.97392,0.96578,0.97641,0.55103,1.51617,3.72771,1.52235,0.000991,0.000991,0.000991
93,4284.34,1.33195,3.45839,1.40905,0.97112,0.96179,0.97161,0.55679,1.50472,3.67517,1.51925,0.000892,0.000892,0.000892
94,4329.7,1.33697,3.42391,1.41229,0.94592,0.92223,0.94723,0.52505,1.59602,4.0038,1.58808,0.000793,0.000793,0.000793
95,4376.91,1.3316,3.48075,1.39725,0.93554,0.95833,0.95753,0.52199,1.60298,4.07801,1.59342,0.000694,0.000694,0.000694
96,4423.43,1.31651,3.42523,1.39143,0.67119,0.56783,0.62522,0.31738,1.8661,7.49253,1.78354,0.000595,0.000595,0.000595
97,4469.28,1.33959,3.40527,1.41499,0.69533,0.63796,0.67075,0.34843,1.77896,6.81472,1.71799,0.000496,0.000496,0.000496
98,4515.32,1.32726,3.3286,1.39526,0.96998,0.96374,0.9776,0.55296,1.5222,3.63221,1.53441,0.000397,0.000397,0.000397
99,4561.52,1.33729,3.46256,1.42474,0.96424,0.96178,0.97352,0.5499,1.52289,3.70713,1.53515,0.000298,0.000298,0.000298
100,4606.81,1.3186,3.36051,1.42139,0.97433,0.96412,0.97781,0.5504,1.5232,3.71572,1.53515,0.000199,0.000199,0.000199
